0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-57.375,-53.28125,-48.29296875,-56.59375,-49.31640625,-53.9453125,-57.1171875,-51.40234375,-58.82421875,-54.58984375,-61.03515625,-60.94921875,-66.1796875,-72.14453125,-64.48828125,-63.296875,-54.171875,-61.55859375,-51.5234375,-62.0625,-42.21875,-54.34375,-58.4765625,-63.5078125,-64.21484375,-53.0390625,-62.38671875,-53.68359375,-67.2890625,-48.46484375,-45.05078125,-42.15625,-58.3046875,-58.23046875,-51.99609375,-54.60546875,-60.8046875,-74.24609375,-60.078125,-44.09375,-52.03125,-60.62890625,-62.08203125,-53.58984375,-59.78125,-45.68359375,-68.42578125,-57.80078125,-35.14453125,-48.6484375,-61.0,-54.77734375,-44.875,-51.06640625,-63.68359375,-74.27734375,-71.7734375,-60.25390625,-60.6484375,-71.8984375,-56.16015625,-52.609375,-58.9609375,-59.2578125,-66.34765625,-64.99609375,-54.6875,-57.39453125,-56.953125,-49.07421875,-36.61328125,-52.16796875,-58.76171875,-68.96875,-63.92578125,-55.6484375,-59.05859375,-54.21875,-55.38671875,-43.34765625,-33.7421875,-61.5703125,-69.01953125,-70.984375,-57.171875,-59.33203125,-61.63671875,-59.109375,-56.26171875,-30.99609375
-53.55078125,-51.3515625,-55.8671875,-57.05859375,-49.21484375,-57.9296875,-56.0546875,-54.46875,-59.015625,-53.58203125,-56.74609375,-64.625,-61.9765625,-69.3046875,-62.2421875,-63.609375,-57.2421875,-62.73828125,-50.60546875,-55.27734375,-48.59765625,-52.0859375,-57.15234375,-64.05078125,-63.4140625,-56.0390625,-64.47265625,-56.78515625,-64.72265625,-47.8125,-45.14453125,-42.8359375,-64.14453125,-60.19921875,-58.734375,-60.5234375,-59.546875,-65.33984375,-57.140625,-49.86328125,-51.98046875,-61.69140625,-59.55859375,-56.9140625,-62.046875,-47.64453125,-64.07421875,-57.2734375,-42.5625,-47.87109375,-65.953125,-56.95703125,-50.23828125,-59.9140625,-62.1796875,-66.3203125,-68.1484375,-67.50390625,-59.3515625,-71.19921875,-54.38671875,-54.703125,-62.28515625,-61.45703125,-62.84765625,-64.27734375,-62.83984375,-56.671875,-59.16796875,-52.52734375,-42.1796875,-55.6875,-59.55078125,-63.06640625,-62.30078125,-62.33984375,-56.8203125,-55.78125,-61.4609375,-46.1015625,-37.078125,-66.859375,-65.40625,-70.5546875,-64.65234375,-60.82421875,-65.63671875,-63.9375,-56.875,-34.99609375
-55.13333333333333,-53.56666666666667,-55.833333333333336,-62.875,-50.30833333333333,-61.975,-62.05,-53.483333333333334,-65.09166666666667,-56.84166666666667,-59.475,-61.641666666666666,-71.84166666666667,-70.0,-66.825,-66.15833333333333,-54.458333333333336,-61.6,-55.166666666666664,-57.18333333333333,-47.425,-62.2,-58.99166666666667,-68.2,-67.28333333333333,-54.25,-64.28333333333333,-57.675,-62.416666666666664,-47.983333333333334,-52.71666666666667,-43.375,-63.541666666666664,-61.44166666666667,-55.925,-57.46666666666667,-66.51666666666667,-69.95833333333333,-62.8,-47.99166666666667,-55.416666666666664,-64.76666666666667,-64.8,-54.31666666666667,-62.916666666666664,-51.71666666666667,-66.925,-60.75833333333333,-38.75833333333333,-55.65,-69.39166666666667,-62.175,-48.141666666666666,-58.916666666666664,-63.94166666666667,-67.425,-71.80833333333334,-65.44166666666666,-67.5,-73.16666666666667,-60.95,-55.858333333333334,-60.266666666666666,-66.09166666666667,-69.46666666666667,-68.09166666666667,-60.25833333333333,-67.06666666666666,-61.2,-56.55833333333333,-39.166666666666664,-57.775,-64.825,-64.60833333333333,-64.5,-60.55833333333333,-66.575,-57.30833333333333,-58.675,-48.71666666666667,-36.53333333333333,-63.96666666666667,-66.90833333333333,-72.40833333333333,-60.275,-70.05833333333334,-64.99166666666666,-64.64166666666667,-61.28333333333333,-32.2
-55.35607638888889,-53.420138888888886,-53.08506944444445,-53.35017361111111,-50.62534722222222,-59.20190972222222,-56.91527777777778,-53.01232638888889,-59.97795138888889,-54.463368055555556,-58.010416666666664,-62.17517361111111,-61.61215277777777,-68.19097222222223,-68.19930555555555,-62.293749999999996,-55.402430555555554,-58.44184027777778,-51.6640625,-57.829861111111114,-45.286458333333336,-51.113194444444446,-58.996874999999996,-65.10260416666667,-61.60190972222222,-53.863368055555554,-62.21527777777778,-56.41458333333333,-65.21770833333333,-48.36944444444445,-43.08680555555555,-43.90989583333334,-65.43506944444444,-59.104166666666664,-55.119618055555556,-57.94375,-60.13645833333334,-68.15104166666667,-56.630381944444444,-46.17274305555555,-53.08489583333333,-64.69010416666667,-63.31875,-55.21041666666667,-59.4,-49.09930555555555,-68.34809027777777,-58.00572916666667,-39.468402777777776,-45.25451388888889,-66.88663194444445,-55.97986111111111,-47.802256944444444,-54.73333333333333,-63.628819444444446,-72.25034722222222,-69.66562499999999,-66.27118055555555,-59.44618055555555,-72.13836805555555,-54.87795138888888,-55.143229166666664,-59.9234375,-57.58229166666666,-64.64618055555555,-63.52916666666667,-55.79479166666667,-54.28628472222223,-57.130381944444444,-51.716319444444444,-39.239756944444444,-50.12309027777778,-59.26371527777778,-63.45503472222222,-59.84565972222222,-57.53836805555556,-55.14930555555555,-53.20590277777777,-58.54270833333334,-42.07621527777778,-34.61909722222222,-66.31996527777778,-66.96944444444445,-68.05243055555555,-59.46666666666667,-57.55954861111112,-64.06614583333334,-63.57048611111111,-55.73402777777778,-32.62552083333333
-54.62057291666667,-54.48489583333333,-56.6796875,-56.22005208333333,-49.53385416666667,-62.33802083333333,-58.60390625,-56.75911458333333,-58.57265625,-54.70572916666667,-59.07994791666667,-64.31796875,-63.63046875,-69.84348958333334,-66.79505208333333,-61.82473958333333,-60.09739583333334,-55.389583333333334,-53.46067708333334,-57.61015625,-47.01484375,-52.89791666666667,-60.3640625,-68.03671875,-62.79505208333333,-57.76588541666666,-60.49375,-57.63411458333333,-65.3171875,-51.288020833333334,-45.11276041666667,-43.36510416666667,-68.43255208333333,-58.53645833333333,-57.81875,-56.1390625,-62.19739583333333,-68.54479166666667,-59.56171875,-50.88880208333333,-55.1984375,-65.77526041666667,-61.57682291666667,-60.376041666666666,-58.91067708333333,-50.09921875,-67.8390625,-59.75859375,-40.43046875,-48.61458333333333,-69.48958333333334,-55.0046875,-51.94114583333334,-54.68619791666667,-64.15911458333333,-71.75208333333333,-72.42994791666666,-68.76328125,-62.522135416666664,-73.05182291666667,-54.89296875,-58.128125,-57.63046875,-60.9171875,-64.55833333333334,-62.022135416666664,-56.69479166666667,-58.66640625,-57.275,-53.15442708333333,-41.75572916666667,-49.944270833333334,-63.090625,-66.09348958333334,-67.67083333333333,-62.48645833333333,-58.61302083333334,-58.50989583333333,-62.7359375,-44.37317708333333,-32.53854166666667,-63.19505208333334,-63.08541666666667,-68.70104166666667,-58.73619791666667,-58.48359375,-64.84817708333333,-63.555989583333336,-54.15651041666666,-35.23463541666666
-54.85546875,-55.11328125,-57.171875,-58.4375,-49.9140625,-60.14453125,-57.45703125,-60.92578125,-64.88671875,-56.3046875,-58.515625,-63.94921875,-63.09375,-69.40625,-68.33203125,-61.984375,-65.0390625,-61.625,-54.91015625,-57.828125,-47.97265625,-54.0703125,-57.9609375,-67.5625,-56.53125,-63.69140625,-66.19921875,-58.12109375,-64.1796875,-49.91796875,-46.703125,-42.71484375,-65.28125,-57.51953125,-60.47265625,-58.3125,-64.19140625,-67.86328125,-60.47265625,-50.77734375,-53.890625,-65.44921875,-64.51171875,-65.25390625,-63.59375,-49.06640625,-65.65625,-57.31640625,-42.47265625,-50.546875,-68.15234375,-54.81640625,-53.81640625,-56.75390625,-62.78125,-68.02734375,-70.921875,-68.6328125,-61.5859375,-69.265625,-55.09375,-62.8203125,-61.44921875,-61.33984375,-63.87890625,-59.98828125,-60.96875,-59.0234375,-57.015625,-51.8125,-47.16796875,-56.61328125,-66.98046875,-66.8125,-66.76171875,-63.2265625,-60.31640625,-56.4453125,-62.3359375,-46.78515625,-37.0625,-68.50390625,-65.78515625,-73.14453125,-63.21484375,-62.4140625,-64.2890625,-66.2265625,-57.8359375,-39.67578125
-56.68333333333333,-55.775,-56.425,-55.25,-48.175,-60.15,-61.016666666666666,-62.375,-61.11666666666667,-58.425,-64.46666666666667,-68.43333333333334,-62.666666666666664,-73.33333333333333,-70.76666666666667,-66.39166666666667,-66.71666666666667,-63.2,-57.05833333333333,-60.4,-50.4,-54.8,-61.40833333333333,-70.10833333333333,-66.3,-67.34166666666667,-60.31666666666667,-56.8,-67.76666666666667,-52.475,-46.35,-41.75,-67.14166666666667,-60.825,-60.09166666666667,-60.875,-63.65,-69.425,-64.95,-52.125,-56.44166666666667,-63.59166666666667,-64.35,-67.88333333333334,-64.58333333333333,-46.55833333333333,-72.0,-63.075,-41.50833333333333,-48.358333333333334,-68.01666666666667,-56.99166666666667,-54.775,-59.483333333333334,-65.55833333333334,-74.9,-73.66666666666667,-67.25833333333334,-59.458333333333336,-70.16666666666667,-59.24166666666667,-64.33333333333333,-65.45,-63.425,-69.9,-63.50833333333333,-58.108333333333334,-59.325,-59.55,-55.03333333333333,-48.21666666666667,-57.59166666666667,-63.78333333333333,-70.46666666666667,-70.68333333333334,-59.59166666666667,-58.38333333333333,-55.90833333333333,-62.30833333333333,-48.541666666666664,-37.975,-64.09166666666667,-70.18333333333334,-75.975,-67.20833333333333,-63.06666666666667,-65.53333333333333,-68.08333333333333,-61.09166666666667,-40.833333333333336
-53.26953125,-53.0703125,-48.6953125,-57.83984375,-50.99609375,-55.515625,-55.2109375,-53.859375,-56.23828125,-51.09765625,-57.70703125,-57.78515625,-63.33203125,-66.69921875,-62.578125,-60.0234375,-56.08203125,-54.3515625,-51.45703125,-57.1015625,-42.921875,-54.37890625,-56.48046875,-62.828125,-53.3671875,-55.5390625,-57.97265625,-53.3203125,-63.4296875,-47.078125,-47.234375,-41.77734375,-60.1484375,-57.12109375,-55.1875,-54.16796875,-60.52734375,-70.51171875,-60.04296875,-44.81640625,-52.08203125,-60.33984375,-63.49609375,-58.3203125,-59.74609375,-50.21484375,-63.95703125,-56.63671875,-37.5078125,-50.796875,-60.65625,-50.9375,-47.8203125,-51.7265625,-61.25,-71.55859375,-71.0546875,-63.53515625,-62.1484375,-68.16015625,-53.59765625,-57.83984375,-57.4375,-58.17578125,-64.02734375,-54.12890625,-54.39453125,-57.0859375,-54.5390625,-47.41015625,-40.80078125,-49.1015625,-59.8203125,-63.484375,-61.8515625,-55.56640625,-59.84375,-54.3359375,-56.02734375,-43.23828125,-32.37890625,-63.203125,-63.3671875,-68.9375,-56.9375,-61.5,-58.19140625,-58.36328125,-54.65234375,-34.32421875
-48.309375,-49.10416666666667,-51.84765625,-54.159114583333334,-48.72864583333333,-59.69557291666666,-56.33411458333333,-54.6453125,-56.94947916666666,-50.04557291666667,-55.17630208333333,-61.71666666666667,-60.9625,-66.73802083333334,-71.16328125,-64.25625,-60.55338541666667,-57.02369791666666,-48.42265625,-52.88697916666666,-46.42239583333333,-53.246875,-57.30286458333333,-68.19348958333333,-55.1484375,-59.18489583333333,-57.40885416666667,-51.990625,-60.84739583333334,-46.84375,-44.64583333333333,-42.90208333333334,-67.08072916666666,-59.24765625,-56.38619791666667,-55.22604166666667,-59.1578125,-68.2609375,-59.07265625,-49.66770833333334,-55.737239583333334,-68.20338541666666,-62.62265625,-60.45494791666667,-62.21953125,-44.22239583333334,-61.08567708333334,-55.26119791666667,-40.6890625,-49.05625,-67.99869791666666,-54.307552083333334,-49.901302083333334,-50.627864583333334,-60.22630208333334,-70.14505208333333,-69.22552083333333,-65.70546875,-59.39609375,-68.165625,-57.978125,-59.815625,-60.03307291666667,-57.02578125,-63.62447916666667,-54.2546875,-58.87447916666667,-55.20859375,-56.63098958333333,-56.00078125,-44.06015625,-53.17135416666667,-60.065625,-64.87708333333333,-62.54114583333333,-59.23463541666666,-58.86927083333333,-54.95338541666666,-63.4625,-48.116145833333334,-34.05234375,-59.62734375,-62.92317708333333,-69.690625,-62.88880208333333,-62.27734375,-62.190364583333334,-67.18489583333333,-60.6421875,-36.68020833333333
-53.81770833333333,-54.30703125,-51.51536458333334,-55.27213541666667,-46.674739583333334,-58.19661458333333,-57.259375,-56.44895833333334,-63.694270833333334,-54.65572916666667,-59.03541666666666,-60.25390625,-61.80104166666667,-68.35520833333334,-69.64453125,-63.55677083333333,-61.35390625,-62.84322916666667,-53.32369791666667,-58.45520833333333,-44.80598958333333,-53.08984375,-58.06692708333333,-66.46822916666667,-58.96458333333334,-58.891666666666666,-65.99609375,-53.89088541666666,-62.83776041666667,-49.00911458333333,-45.00625,-42.00520833333333,-62.18020833333333,-54.47135416666667,-53.64322916666667,-55.07786458333334,-60.95364583333333,-65.94348958333333,-60.53932291666666,-46.10598958333333,-52.90234375,-63.12161458333333,-58.278385416666666,-60.13203125,-63.7,-46.50546875,-64.8125,-59.0234375,-37.65104166666667,-47.68880208333333,-64.62864583333334,-53.84114583333333,-48.90078125,-57.87083333333334,-64.1328125,-72.8265625,-71.58567708333334,-65.6703125,-59.12473958333333,-71.53541666666666,-54.20130208333333,-59.31953125,-64.12317708333333,-62.067447916666666,-66.04583333333333,-63.82265625,-56.40104166666667,-54.41171875,-57.55442708333334,-52.29348958333333,-43.54166666666667,-56.59453125,-64.89635416666667,-68.98177083333334,-68.3921875,-61.27942708333333,-59.85494791666667,-58.495052083333334,-61.14895833333333,-46.04609375,-37.53723958333333,-62.17760416666667,-67.015625,-73.86119791666667,-59.92604166666666,-60.5734375,-64.63828125,-64.21484375,-58.334375,-36.215625
-55.6015625,-55.9765625,-55.453125,-58.890625,-49.7421875,-59.3671875,-59.8984375,-63.25,-62.609375,-54.1875,-60.1875,-64.0703125,-65.5703125,-72.4765625,-71.6796875,-66.9453125,-69.0234375,-60.84375,-54.34375,-59.3984375,-47.921875,-54.1875,-59.2578125,-67.6953125,-65.8125,-63.6328125,-62.125,-55.6875,-66.484375,-51.3203125,-46.7109375,-42.0546875,-65.875,-60.2578125,-64.28125,-57.078125,-63.71875,-73.7578125,-62.0703125,-50.7578125,-57.96875,-65.90625,-66.4296875,-65.328125,-61.90625,-48.2109375,-69.5859375,-59.3203125,-40.484375,-49.21875,-68.5390625,-56.203125,-56.7109375,-53.671875,-61.359375,-68.828125,-70.984375,-66.125,-58.7890625,-68.71875,-56.6171875,-63.5703125,-56.609375,-59.15625,-67.03125,-66.625,-59.140625,-57.2109375,-58.453125,-52.640625,-48.5390625,-53.8984375,-64.46875,-71.0,-66.7421875,-64.015625,-56.6640625,-57.828125,-61.4765625,-46.1015625,-34.3671875,-65.421875,-65.7734375,-74.640625,-62.8046875,-57.65625,-65.625,-65.375,-60.15625,-41.046875
